Age,Gender,Race,Prior_Offenses,Risk_Score,re-offend,Employment_Status,Location,Family_Background
33,0,2,1,0.301023623,0,Student,Rural,Criminal Background
18,1,0,2,0.061140157,0,Unemployed,Urban,No Criminal Background
30,0,1,2,0.980980892,0,Unemployed,Rural,Criminal Background
28,0,3,4,0.95422768,0,Student,Rural,Criminal Background
25,0,2,4,0.215280796,0,Employed,Urban,No Criminal Background
42,1,1,3,0.463567782,0,Part-Time,Rural,Criminal Background
57,1,3,0,0.016616227,0,Part-Time,Urban,Criminal Background
49,0,2,3,0.923474261,0,Part-Time,Urban,Criminal Background
41,0,0,1,1,1,Unemployed,Rural,No Criminal Background
45,0,2,2,0.084017167,1,Unemployed,Rural,No Criminal Background
31,0,0,3,0.40135437,0,Student,Urban,Criminal Background
62,1,0,2,0.955286614,0,Employed,Urban,No Criminal Background
20,0,0,2,0.45279125,0,Student,Rural,Criminal Background
53,1,3,3,0.635396977,1,Unemployed,Rural,No Criminal Background
44,0,2,3,0.451336055,1,Part-Time,Rural,Criminal Background
37,0,0,4,0.688531753,0,Employed,Rural,No Criminal Background
64,1,1,0,1,0,Part-Time,Rural,No Criminal Background
32,0,2,4,1,0,Employed,Rural,Criminal Background
44,0,1,0,1,0,Part-Time,Rural,No Criminal Background
62,0,3,3,0.51367725,0,Employed,Rural,Criminal Background
58,0,3,0,0.571069192,0,Part-Time,Rural,No Criminal Background
45,1,2,1,0.412024684,0,Student,Rural,No Criminal Background
42,0,3,4,1,0,Unemployed,Urban,No Criminal Background
59,0,3,4,0.778536336,1,Student,Urban,No Criminal Background
61,1,2,4,0.49382459,0,Part-Time,Urban,Criminal Background
63,0,1,2,0.017591372,0,Employed,Urban,Criminal Background
50,1,0,2,0.546507585,0,Student,Rural,Criminal Background
63,0,2,3,1,0,Part-Time,Urban,Criminal Background
31,0,2,3,0.694755652,1,Unemployed,Rural,No Criminal Background
25,0,0,2,0.231773104,0,Employed,Rural,No Criminal Background
65,1,1,4,0.027838121,0,Student,Rural,Criminal Background
31,1,0,2,0.428304788,0,Unemployed,Rural,Criminal Background
18,0,0,0,1,0,Part-Time,Rural,Criminal Background
33,1,1,4,1,1,Employed,Urban,Criminal Background
35,0,1,2,1,0,Part-Time,Urban,No Criminal Background
24,1,0,3,0.729419993,0,Employed,Urban,Criminal Background
32,0,0,2,0.741353079,0,Unemployed,Rural,No Criminal Background
41,1,2,1,0.679289068,0,Unemployed,Urban,No Criminal Background
66,0,1,2,0.81818987,0,Unemployed,Urban,No Criminal Background
68,1,3,4,0.74240177,0,Student,Rural,No Criminal Background
30,1,1,2,0.527780266,0,Student,Rural,No Criminal Background
26,1,0,3,0.669204005,1,Student,Urban,No Criminal Background
32,1,0,0,0.127692721,0,Part-Time,Rural,No Criminal Background
52,0,0,1,0.306878079,0,Student,Rural,Criminal Background
41,0,0,4,1,0,Employed,Urban,Criminal Background
50,1,3,3,1,0,Unemployed,Urban,No Criminal Background
33,0,1,1,0.747065417,0,Part-Time,Rural,Criminal Background
25,1,3,2,0.033217398,0,Part-Time,Rural,No Criminal Background
46,0,3,1,1,0,Student,Urban,Criminal Background
40,1,0,0,0.702064258,1,Employed,Urban,Criminal Background
62,0,3,1,0.576119856,0,Unemployed,Urban,Criminal Background
48,0,0,1,0.691127679,1,Part-Time,Rural,Criminal Background
57,1,0,2,0.49424106,1,Unemployed,Urban,Criminal Background
66,1,0,2,0.511873149,1,Employed,Urban,Criminal Background
31,1,3,4,1,0,Unemployed,Urban,Criminal Background
47,1,0,2,0.169138459,1,Student,Rural,Criminal Background
56,1,3,1,0.137698529,1,Unemployed,Rural,No Criminal Background
44,0,1,0,0.003601943,0,Part-Time,Urban,No Criminal Background
64,1,0,2,0.329700394,0,Student,Rural,No Criminal Background
33,0,2,4,0.162155143,0,Student,Urban,Criminal Background
68,1,2,4,0.219985495,0,Student,Urban,No Criminal Background
23,0,2,1,0.013599169,0,Student,Urban,No Criminal Background
50,0,2,2,0.262410704,0,Part-Time,Rural,Criminal Background
61,1,2,2,0.332711582,1,Employed,Urban,No Criminal Background
35,1,3,4,0.033145871,0,Employed,Rural,No Criminal Background
33,0,1,2,0.842555116,1,Student,Rural,Criminal Background
29,0,3,1,0.625680384,0,Employed,Urban,Criminal Background
37,1,0,0,0.101887567,0,Part-Time,Rural,No Criminal Background
62,0,1,1,0.785412906,0,Employed,Urban,Criminal Background
57,0,1,2,1,0,Employed,Urban,Criminal Background
46,0,1,1,1,1,Part-Time,Urban,No Criminal Background
47,0,1,3,0.003878282,0,Employed,Urban,Criminal Background
43,0,2,3,0.91866195,0,Student,Rural,No Criminal Background
39,0,0,2,0.427862384,1,Student,Urban,Criminal Background
50,1,1,2,0.076381644,0,Part-Time,Urban,Criminal Background
56,1,1,0,0.355179856,1,Student,Urban,No Criminal Background
64,1,2,1,0.321736516,0,Student,Urban,Criminal Background
46,1,3,0,0.549406451,0,Student,Rural,Criminal Background
39,0,3,2,0.763551751,0,Student,Rural,No Criminal Background
62,1,3,2,0.749055612,1,Student,Urban,Criminal Background
30,0,0,4,0.284018014,0,Employed,Rural,Criminal Background
26,0,3,0,0.38934239,1,Part-Time,Urban,Criminal Background
41,1,1,2,0.425566755,1,Unemployed,Urban,Criminal Background
32,1,2,3,0.399010555,0,Part-Time,Urban,No Criminal Background
53,0,2,4,1,0,Part-Time,Rural,Criminal Background
30,1,3,1,0.777943303,1,Part-Time,Urban,Criminal Background
44,1,2,4,1,0,Employed,Rural,Criminal Background
61,0,1,1,0.960651929,0,Part-Time,Rural,Criminal Background
54,0,3,3,0.446897772,0,Part-Time,Urban,Criminal Background
24,0,1,1,0.540185439,1,Employed,Rural,No Criminal Background
25,0,0,0,0.537439259,1,Student,Urban,Criminal Background
54,0,1,1,0.664448748,0,Unemployed,Rural,No Criminal Background
58,0,1,1,1,0,Student,Rural,No Criminal Background
31,1,1,4,0.64449279,1,Part-Time,Rural,No Criminal Background
29,1,1,3,0.372474094,0,Student,Rural,No Criminal Background
53,1,0,1,0.774860269,1,Employed,Urban,Criminal Background
69,0,3,0,1,0,Unemployed,Urban,No Criminal Background
57,0,1,4,0.554966222,1,Student,Urban,Criminal Background
34,1,3,3,0.667808572,1,Part-Time,Urban,Criminal Background
57,1,2,3,0.074387735,0,Unemployed,Urban,No Criminal Background
46,1,1,2,0.698893605,0,Part-Time,Urban,No Criminal Background
44,0,1,0,0.065312612,0,Student,Urban,Criminal Background
18,1,2,4,0.033715421,0,Student,Rural,No Criminal Background
69,1,3,4,0.643571093,0,Part-Time,Rural,Criminal Background
51,1,0,0,0.34883569,0,Unemployed,Urban,No Criminal Background
21,0,1,3,1,0,Unemployed,Urban,Criminal Background
41,1,2,1,1,0,Unemployed,Rural,Criminal Background
38,1,2,0,0.146360732,1,Student,Rural,No Criminal Background
50,0,1,4,0.956370147,0,Student,Urban,No Criminal Background
24,0,3,0,0.622569198,0,Part-Time,Urban,No Criminal Background
18,0,3,3,0.142447507,0,Part-Time,Rural,No Criminal Background
58,0,1,2,0.903107353,1,Employed,Rural,Criminal Background
20,0,2,2,0.703934158,0,Employed,Rural,No Criminal Background
61,1,1,1,0.649708753,0,Employed,Rural,Criminal Background
68,1,0,1,0.972794765,0,Part-Time,Rural,Criminal Background
32,0,0,3,0.659165816,1,Unemployed,Urban,Criminal Background
48,0,3,1,1,1,Employed,Rural,Criminal Background
33,0,0,2,0.560151695,0,Part-Time,Urban,No Criminal Background
27,0,2,3,0.147190015,0,Student,Rural,No Criminal Background
46,1,0,3,0.541041939,0,Unemployed,Urban,Criminal Background
23,1,1,3,0.218794515,1,Employed,Urban,Criminal Background
46,0,2,0,0.656846834,0,Student,Urban,No Criminal Background
34,0,3,1,0.876812202,0,Unemployed,Urban,No Criminal Background
39,0,3,4,0.65182769,0,Unemployed,Urban,Criminal Background
41,0,0,2,0.12413162,1,Student,Rural,Criminal Background
34,1,3,1,0.468641399,0,Employed,Urban,Criminal Background
38,0,1,2,0.112895542,0,Employed,Rural,No Criminal Background
68,0,2,1,0.825372406,0,Student,Urban,No Criminal Background
67,1,1,4,1,0,Student,Rural,No Criminal Background
28,0,1,2,1,0,Student,Urban,Criminal Background
24,1,1,4,0.178562529,0,Part-Time,Urban,No Criminal Background
59,0,1,2,0.93348725,0,Unemployed,Rural,Criminal Background
56,0,2,0,0.65550566,0,Employed,Rural,No Criminal Background
22,1,2,0,0.96860036,0,Employed,Rural,Criminal Background
61,0,1,2,0.869405424,0,Student,Rural,No Criminal Background
65,1,1,2,0.231927824,0,Unemployed,Rural,Criminal Background
38,1,3,4,0.436351324,0,Student,Urban,Criminal Background
35,1,3,3,0.752976908,0,Unemployed,Urban,Criminal Background
52,0,2,2,0.770312875,0,Student,Urban,No Criminal Background
37,0,3,1,0.996850468,0,Student,Rural,No Criminal Background
32,1,2,1,0.207583188,0,Unemployed,Urban,Criminal Background
22,0,2,1,1,0,Employed,Rural,Criminal Background
30,0,0,0,0.065053353,1,Employed,Urban,Criminal Background
68,0,2,4,1,0,Part-Time,Rural,Criminal Background
29,1,3,0,1,0,Unemployed,Rural,Criminal Background
38,1,0,1,0.726300061,0,Employed,Urban,Criminal Background
54,0,3,2,0.848919803,0,Employed,Rural,Criminal Background
23,1,2,1,0.083595807,0,Unemployed,Urban,Criminal Background
24,0,2,2,0.045627849,1,Employed,Urban,Criminal Background
43,0,1,4,0.178424953,0,Unemployed,Rural,No Criminal Background
59,0,2,3,0.096095796,0,Employed,Urban,Criminal Background
65,1,0,2,0.632225325,1,Student,Rural,Criminal Background
25,1,2,0,0.260148614,0,Unemployed,Rural,Criminal Background
26,0,1,1,1,0,Unemployed,Urban,Criminal Background
44,1,2,1,0.51483966,0,Employed,Rural,No Criminal Background
21,0,2,1,0.92381179,0,Unemployed,Rural,Criminal Background
38,1,2,2,0.652873093,0,Part-Time,Urban,Criminal Background
48,1,1,4,0.403014829,0,Part-Time,Rural,Criminal Background
38,1,3,2,0.293624845,0,Unemployed,Rural,Criminal Background
57,0,2,0,0.39553701,1,Part-Time,Rural,Criminal Background
42,0,0,1,0.920140422,1,Employed,Rural,No Criminal Background
56,0,1,2,0.77388544,1,Employed,Urban,Criminal Background
32,1,0,1,0.291569462,1,Unemployed,Urban,Criminal Background
52,0,2,0,0.899631087,0,Employed,Urban,Criminal Background
66,0,1,3,0.07228239,0,Employed,Urban,No Criminal Background
60,0,2,3,0.769101712,0,Part-Time,Urban,No Criminal Background
58,0,0,3,0.531311975,1,Employed,Urban,No Criminal Background
54,1,1,1,0.921425886,0,Employed,Rural,No Criminal Background
59,1,3,2,1,0,Part-Time,Rural,Criminal Background
64,0,3,1,0.952918321,1,Student,Rural,Criminal Background
45,1,3,4,0.533673167,1,Unemployed,Rural,No Criminal Background
31,1,2,2,0.182303135,1,Unemployed,Rural,No Criminal Background
21,1,1,0,0.967621171,0,Student,Urban,Criminal Background
37,1,0,3,0.460705527,0,Part-Time,Urban,No Criminal Background
51,1,0,2,0.07907794,0,Part-Time,Rural,Criminal Background
29,0,2,2,0.790960938,0,Employed,Urban,No Criminal Background
50,1,2,3,0.321037163,0,Employed,Urban,No Criminal Background
41,0,0,0,0.06184361,0,Unemployed,Urban,No Criminal Background
37,0,1,1,1,0,Unemployed,Urban,No Criminal Background
22,0,2,1,0.531411201,0,Part-Time,Urban,No Criminal Background
55,1,1,2,0.38941202,1,Employed,Rural,No Criminal Background
47,1,0,3,0.752205886,1,Part-Time,Rural,Criminal Background
41,1,1,4,1,0,Student,Urban,Criminal Background
60,1,3,0,0.000353136,0,Unemployed,Urban,Criminal Background
57,0,0,1,0.870133014,0,Unemployed,Urban,Criminal Background
24,0,3,0,0.885898507,0,Part-Time,Rural,No Criminal Background
53,0,0,0,0.23092017,1,Employed,Urban,Criminal Background
55,1,3,0,0.538586215,1,Employed,Urban,No Criminal Background
33,0,1,3,0.129643125,1,Student,Urban,No Criminal Background
69,0,0,3,0.903567358,0,Student,Urban,No Criminal Background
32,0,0,3,0.978811701,1,Student,Rural,Criminal Background
63,1,3,2,0.124955589,0,Part-Time,Rural,No Criminal Background
40,0,1,3,1,0,Unemployed,Urban,No Criminal Background
29,0,0,2,0.980279902,0,Part-Time,Rural,No Criminal Background
46,1,2,1,0.34691332,1,Part-Time,Urban,No Criminal Background
61,0,3,1,0.797284407,0,Employed,Rural,Criminal Background
65,1,0,1,4.81E-05,0,Student,Urban,No Criminal Background
32,0,1,1,1,0,Unemployed,Rural,Criminal Background
46,1,1,1,0.660459882,0,Student,Urban,No Criminal Background
62,1,1,3,0.744406637,0,Student,Urban,Criminal Background
60,1,1,4,0.797591296,0,Student,Urban,Criminal Background
66,0,3,3,0.710131807,0,Unemployed,Urban,Criminal Background
38,0,0,4,0.98956229,0,Employed,Rural,Criminal Background
32,1,3,3,0.736214962,0,Unemployed,Rural,Criminal Background
31,1,3,1,1,0,Unemployed,Rural,Criminal Background
59,1,1,0,0.807111628,0,Employed,Rural,Criminal Background
61,1,2,4,0.196790785,1,Unemployed,Urban,No Criminal Background
33,1,1,0,1,0,Unemployed,Rural,No Criminal Background
32,1,2,1,0.715708873,0,Part-Time,Rural,Criminal Background
59,1,3,4,0.844331086,0,Unemployed,Rural,Criminal Background
21,1,1,0,1,0,Part-Time,Rural,Criminal Background
44,1,1,3,0.090235865,1,Part-Time,Urban,No Criminal Background
40,1,3,1,0.428592607,0,Part-Time,Urban,No Criminal Background
46,1,1,3,0.301260195,0,Student,Rural,No Criminal Background
58,1,0,3,0.661947788,0,Employed,Rural,Criminal Background
69,0,2,1,0.887492852,0,Student,Urban,Criminal Background
26,1,2,4,0.966310709,0,Employed,Urban,Criminal Background
69,0,2,2,0.603817279,1,Unemployed,Rural,No Criminal Background
60,0,1,2,1,1,Part-Time,Rural,Criminal Background
60,0,0,1,1,0,Student,Rural,Criminal Background
24,1,1,2,0.990138552,0,Unemployed,Rural,Criminal Background
59,0,2,0,0.267005808,1,Student,Urban,No Criminal Background
21,1,1,4,0.838838729,0,Unemployed,Urban,Criminal Background
22,0,2,3,1,0,Student,Urban,Criminal Background
22,1,3,3,1,0,Unemployed,Urban,No Criminal Background
28,1,2,1,0.738713797,0,Unemployed,Urban,No Criminal Background
58,0,3,3,0.975686534,1,Student,Urban,No Criminal Background
45,0,3,0,0.266114043,1,Unemployed,Rural,No Criminal Background
33,1,3,0,0.246078605,1,Part-Time,Urban,Criminal Background
58,0,2,1,1,0,Part-Time,Rural,Criminal Background
47,1,0,3,0.148758913,1,Part-Time,Urban,Criminal Background
21,1,2,2,0.220727936,0,Part-Time,Rural,No Criminal Background
19,1,1,2,0.504658319,0,Employed,Urban,No Criminal Background
63,0,1,4,0.77825126,0,Student,Urban,No Criminal Background
20,1,0,1,0.63400808,0,Part-Time,Rural,No Criminal Background
67,1,0,4,0.306574809,0,Part-Time,Rural,Criminal Background
38,1,0,2,0.966644593,1,Part-Time,Rural,Criminal Background
23,1,3,2,0.960854903,0,Employed,Rural,No Criminal Background
60,0,0,2,0.431274858,0,Student,Urban,Criminal Background
35,0,0,4,0.604316997,1,Unemployed,Urban,Criminal Background
61,0,0,1,0.850021511,1,Employed,Urban,No Criminal Background
22,0,2,0,0.729295486,0,Part-Time,Urban,Criminal Background
26,1,1,0,0.458756418,0,Part-Time,Urban,Criminal Background
37,1,1,2,0.521947757,1,Employed,Rural,Criminal Background
45,1,0,1,0.348038943,1,Student,Urban,No Criminal Background
43,1,1,1,0.282462008,0,Student,Urban,No Criminal Background
35,1,2,3,0.553202073,0,Unemployed,Rural,No Criminal Background
36,1,1,3,0.823720958,0,Employed,Urban,No Criminal Background
20,0,3,4,0.942668699,1,Student,Rural,Criminal Background
26,1,2,3,0.778873648,0,Employed,Urban,No Criminal Background
53,1,1,4,0.449678416,0,Student,Urban,Criminal Background
48,1,1,0,0.917563193,1,Student,Urban,Criminal Background
66,0,2,2,0.008278979,0,Part-Time,Rural,No Criminal Background
34,1,1,1,0.601082922,1,Student,Rural,No Criminal Background
40,1,1,0,1,0,Student,Rural,No Criminal Background
51,1,0,0,0.693049193,0,Employed,Urban,No Criminal Background
58,0,3,4,0.547542908,0,Student,Rural,Criminal Background
58,1,2,2,0.644642007,1,Student,Urban,Criminal Background
22,1,0,4,0.997640603,1,Employed,Urban,Criminal Background
32,0,1,0,0.785005176,1,Student,Rural,No Criminal Background
64,1,2,1,0.839775501,0,Employed,Rural,No Criminal Background
20,0,2,3,1,0,Employed,Rural,No Criminal Background
36,1,3,4,0.705568202,0,Employed,Urban,No Criminal Background
45,0,3,0,0.662191257,0,Employed,Rural,Criminal Background
20,1,2,3,0.037485947,0,Part-Time,Urban,No Criminal Background
55,1,3,3,0.374477898,1,Part-Time,Urban,Criminal Background
21,0,3,0,0.653086357,0,Part-Time,Rural,Criminal Background
41,1,1,2,0.956647886,1,Part-Time,Urban,Criminal Background
48,1,3,0,0.506011032,1,Employed,Rural,No Criminal Background
62,0,3,1,1,0,Employed,Urban,No Criminal Background
62,1,0,3,0.271793753,1,Employed,Urban,Criminal Background
28,0,1,1,0.982828698,0,Employed,Urban,No Criminal Background
54,1,1,4,0.527979586,1,Part-Time,Rural,No Criminal Background
18,0,2,3,0.534587344,0,Student,Urban,No Criminal Background
26,1,3,2,0.802502034,0,Part-Time,Urban,Criminal Background
34,1,0,0,0.296215262,0,Employed,Urban,Criminal Background
18,0,0,4,0.111817925,1,Employed,Rural,Criminal Background
20,1,1,1,0.624306702,1,Student,Urban,Criminal Background
64,0,3,4,0.581674073,0,Employed,Urban,Criminal Background
43,0,0,2,0.920728777,1,Student,Rural,No Criminal Background
48,0,2,0,1,0,Employed,Urban,No Criminal Background
43,1,3,4,0.063872293,1,Student,Rural,Criminal Background
40,1,3,1,0.71446504,0,Unemployed,Rural,Criminal Background
47,1,3,4,0.822643825,0,Unemployed,Rural,Criminal Background
27,0,0,0,1,0,Unemployed,Urban,Criminal Background
25,0,1,4,1,0,Unemployed,Urban,No Criminal Background
61,0,1,1,0.940435009,0,Employed,Urban,Criminal Background
42,1,2,0,0.521789411,0,Employed,Urban,No Criminal Background
39,0,0,2,0.195443946,0,Employed,Urban,Criminal Background
32,1,3,2,0.441803038,0,Unemployed,Urban,No Criminal Background
58,1,2,3,0.614378441,1,Student,Rural,No Criminal Background
27,1,2,4,0.761460416,0,Student,Rural,No Criminal Background
37,1,1,1,0.920693959,0,Unemployed,Rural,Criminal Background
58,1,3,4,0.714122802,0,Employed,Urban,Criminal Background
64,1,3,0,0.518201649,0,Unemployed,Rural,Criminal Background
40,1,0,3,0.764008655,1,Part-Time,Rural,Criminal Background
18,1,0,1,0.143741256,1,Student,Urban,No Criminal Background
19,0,0,4,0.226238853,0,Unemployed,Urban,Criminal Background
36,1,2,1,0.196619816,0,Unemployed,Rural,Criminal Background
31,1,3,0,1,1,Unemployed,Rural,Criminal Background
25,0,1,3,0.115419708,1,Unemployed,Urban,Criminal Background
55,0,2,1,0.925742171,0,Employed,Rural,Criminal Background
29,0,2,0,0.296751826,0,Student,Rural,No Criminal Background
43,0,1,2,0.618327521,0,Part-Time,Urban,No Criminal Background
44,1,1,1,1,0,Employed,Rural,No Criminal Background
46,0,0,3,0.815331655,1,Unemployed,Urban,Criminal Background
32,0,1,1,0.350854512,0,Unemployed,Urban,Criminal Background
63,0,1,1,0.498092262,0,Unemployed,Rural,No Criminal Background
18,0,1,0,1,0,Unemployed,Rural,Criminal Background
60,1,1,4,0.51257271,0,Student,Urban,No Criminal Background
45,0,0,4,0.8167903,0,Unemployed,Urban,No Criminal Background
20,0,2,1,0.531221687,0,Part-Time,Rural,No Criminal Background
68,0,3,3,0.416281897,1,Employed,Urban,No Criminal Background
35,0,3,3,0.257887392,0,Student,Rural,No Criminal Background
69,1,2,0,0.828576237,0,Unemployed,Rural,Criminal Background
51,0,3,1,0.790066229,0,Part-Time,Urban,Criminal Background
49,0,3,1,0.349241509,0,Employed,Rural,Criminal Background
46,0,2,4,0.911307524,0,Employed,Rural,Criminal Background
42,1,3,0,0.8545352,0,Student,Urban,No Criminal Background
43,0,3,2,1,1,Employed,Rural,No Criminal Background
56,0,2,3,0.224327074,0,Unemployed,Urban,No Criminal Background
25,1,3,3,0.349512236,1,Unemployed,Urban,No Criminal Background
36,0,1,1,1,0,Part-Time,Rural,Criminal Background
64,1,2,0,0.198540203,0,Part-Time,Urban,No Criminal Background
59,1,0,2,0.003468459,0,Employed,Urban,No Criminal Background
39,0,3,3,1,0,Student,Rural,No Criminal Background
46,0,0,0,0.433606471,0,Unemployed,Rural,Criminal Background
50,1,3,2,0.435222401,0,Employed,Rural,No Criminal Background
55,1,1,1,0.562380872,0,Student,Rural,No Criminal Background
62,0,2,4,0.933102061,0,Employed,Urban,No Criminal Background
63,1,0,3,0.337892145,0,Student,Urban,Criminal Background
52,1,2,3,0.892279886,1,Part-Time,Urban,Criminal Background
60,0,0,2,0.81944941,1,Unemployed,Rural,No Criminal Background
